cas	phenotype	source	concentration	duration	phenotype_label	phenotype_CURIE	chem_label	chem_curie
115-09-3	Mortality	Biobide	AC50	2dpf	death stage	UBERON_0000071	Methylmercuric(II) chloride	http://purl.obolibrary.org/obo/CHEBI_28216
439-14-5	Mortality	Biobide	AC50	2dpf	death stage	UBERON_0000071	Diazepam	http://purl.obolibrary.org/obo/CHEBI_49575
56-38-2	Mortality	Biobide	AC50	2dpf	death stage	UBERON_0000071	Parathion	http://purl.obolibrary.org/obo/CHEBI_27928
70-30-4	Microcephaly or abnormal head shape	Biobide	AC50	2dpf	head shape, abnormal	ZP_0002314	Hexachlorophene	http://purl.obolibrary.org/obo/CHEBI_5693
79-94-7	Microcephaly or abnormal head shape	Biobide	AC50	2dpf	head shape, abnormal	ZP_0002314	3,3',5,5'-Tetrabromobisphenol A	http://purl.obolibrary.org/obo/CHEBI_33217
56-53-1	Microcephaly or abnormal head shape	Biobide	AC50	2dpf	head shape, abnormal	ZP_0002314	Diethylstilbestrol	http://purl.obolibrary.org/obo/CHEBI_41922
50-28-2	Microcephaly or abnormal head shape	Biobide	AC50	2dpf	head shape, abnormal	ZP_0002314	17beta-Estradiol	http://purl.obolibrary.org/obo/CHEBI_16469
83-79-4	Microcephaly or abnormal head shape	Biobide	AC50	2dpf	head shape, abnormal	ZP_0002314	Rotenone	http://purl.obolibrary.org/obo/CHEBI_28201
2001-95-8	Microcephaly or abnormal head shape	Biobide	AC50	2dpf	head shape, abnormal	ZP_0002314	Valinomycin	http://purl.obolibrary.org/obo/CHEBI_28545
208-96-8	Microcephaly or abnormal head shape	Biobide	AC50	2dpf	head shape, abnormal	ZP_0002314	Acenaphthylene	http://purl.obolibrary.org/obo/CHEBI_33081
83-32-9	Microcephaly or abnormal head shape	Biobide	AC50	2dpf	head shape, abnormal	ZP_0002314	Acenaphthene	http://purl.obolibrary.org/obo/CHEBI_22154
85-01-8	Microcephaly or abnormal head shape	Biobide	AC50	2dpf	head shape, abnormal	ZP_0002314	Phenanthrene	http://purl.obolibrary.org/obo/CHEBI_28851
2465-27-2	Microcephaly or abnormal head shape	Biobide	AC50	2dpf	head shape, abnormal	ZP_0002314	Auramine hydrochloride	http://purl.obolibrary.org/obo/CHEBI_51876
55406-53-6	Microcephaly or abnormal head shape	Biobide	AC50	2dpf	head shape, abnormal	ZP_0002314	3-Iodo-2-propynyl-N-butylcarbamate	http://purl.obolibrary.org/obo/CHEBI_83279
115-86-6	Microcephaly or abnormal head shape	Biobide	AC50	2dpf	head shape, abnormal	ZP_0002314	Triphenyl phosphate	http://purl.obolibrary.org/obo/CHEBI_35033
860302-33-6	Microcephaly or abnormal head shape	Biobide	AC50	2dpf	head shape, abnormal	ZP_0002314	Firemaster 550	
107534-96-3	Microcephaly or abnormal head shape	Biobide	AC50	2dpf	head shape, abnormal	ZP_0002314	Tebuconazole	http://purl.obolibrary.org/obo/CHEBI_81781
115-09-3	Microcephaly or abnormal head shape	Biobide	AC50	2dpf	head shape, abnormal	ZP_0002314	Methylmercuric(II) chloride	http://purl.obolibrary.org/obo/CHEBI_28216
439-14-5	Microcephaly or abnormal head shape	Biobide	AC50	2dpf	head shape, abnormal	ZP_0002314	Diazepam	http://purl.obolibrary.org/obo/CHEBI_49575
56-38-2	Microcephaly or abnormal head shape	Biobide	AC50	2dpf	head shape, abnormal	ZP_0002314	Parathion	http://purl.obolibrary.org/obo/CHEBI_27928
203-64-5	Microcephaly or abnormal head shape	Biobide	AC50	2dpf	head shape, abnormal	ZP_0002314	4H-Cyclopenta(def)phenanthrene	Q27290553
58-89-9	Microcephaly or abnormal head shape	Biobide	AC50	2dpf	head shape, abnormal	ZP_0002314	Lindane	http://purl.obolibrary.org/obo/CHEBI_32888
56803-37-3	Microcephaly or abnormal head shape	Biobide	AC50	2dpf	head shape, abnormal	ZP_0002314	tert-Butylphenyl diphenyl phosphate	
86-73-7	Microcephaly or abnormal head shape	Biobide	AC50	2dpf	head shape, abnormal	ZP_0002314	Fluorene	http://purl.obolibrary.org/obo/CHEBI_28266
1478-61-1	Microcephaly or abnormal head shape	Biobide	AC50	2dpf	head shape, abnormal	ZP_0002314	Bisphenol AF	http://purl.obolibrary.org/obo/CHEBI_72754
133-06-2	Microcephaly or abnormal head shape	Biobide	AC50	2dpf	head shape, abnormal	ZP_0002314	Captan	http://purl.obolibrary.org/obo/CHEBI_34608
116-06-3	Microcephaly or abnormal head shape	Biobide	AC50	2dpf	head shape, abnormal	ZP_0002314	Aldicarb	http://purl.obolibrary.org/obo/CHEBI_2555
1746-01-6	Microcephaly or abnormal head shape	Biobide	AC50	2dpf	head shape, abnormal	ZP_0002314	2,3,7,8-Tetrachlorodibenzo-p-dioxin	http://purl.obolibrary.org/obo/CHEBI_28119
52918-63-5	Microcephaly or abnormal head shape	Biobide	AC50	2dpf	head shape, abnormal	ZP_0002314	Deltamethrin	http://purl.obolibrary.org/obo/CHEBI_4388
50-29-3	Microcephaly or abnormal head shape	Biobide	AC50	2dpf	head shape, abnormal	ZP_0002314	Dichlorodiphenyltrichloroethane	http://purl.obolibrary.org/obo/CHEBI_16130
70-30-4	Microphthalmia/Cyclopia	Biobide	AC50	2dpf	eye abnormal, abnormal	ZP_0008271	Hexachlorophene	http://purl.obolibrary.org/obo/CHEBI_5693
79-94-7	Microphthalmia/Cyclopia	Biobide	AC50	2dpf	eye abnormal, abnormal	ZP_0008271	3,3',5,5'-Tetrabromobisphenol A	http://purl.obolibrary.org/obo/CHEBI_33217
56-53-1	Microphthalmia/Cyclopia	Biobide	AC50	2dpf	eye abnormal, abnormal	ZP_0008271	Diethylstilbestrol	http://purl.obolibrary.org/obo/CHEBI_41922
50-28-2	Microphthalmia/Cyclopia	Biobide	AC50	2dpf	eye abnormal, abnormal	ZP_0008271	17beta-Estradiol	http://purl.obolibrary.org/obo/CHEBI_16469
208-96-8	Microphthalmia/Cyclopia	Biobide	AC50	2dpf	eye abnormal, abnormal	ZP_0008271	Acenaphthylene	http://purl.obolibrary.org/obo/CHEBI_33081
83-32-9	Microphthalmia/Cyclopia	Biobide	AC50	2dpf	eye abnormal, abnormal	ZP_0008271	Acenaphthene	http://purl.obolibrary.org/obo/CHEBI_22154
2465-27-2	Microphthalmia/Cyclopia	Biobide	AC50	2dpf	eye abnormal, abnormal	ZP_0008271	Auramine hydrochloride	http://purl.obolibrary.org/obo/CHEBI_51876
55406-53-6	Microphthalmia/Cyclopia	Biobide	AC50	2dpf	eye abnormal, abnormal	ZP_0008271	3-Iodo-2-propynyl-N-butylcarbamate	http://purl.obolibrary.org/obo/CHEBI_83279
115-86-6	Microphthalmia/Cyclopia	Biobide	AC50	2dpf	eye abnormal, abnormal	ZP_0008271	Triphenyl phosphate	http://purl.obolibrary.org/obo/CHEBI_35033
860302-33-6	Microphthalmia/Cyclopia	Biobide	AC50	2dpf	eye abnormal, abnormal	ZP_0008271	Firemaster 550	
439-14-5	Microphthalmia/Cyclopia	Biobide	AC50	2dpf	eye abnormal, abnormal	ZP_0008271	Diazepam	http://purl.obolibrary.org/obo/CHEBI_49575
56-38-2	Microphthalmia/Cyclopia	Biobide	AC50	2dpf	eye abnormal, abnormal	ZP_0008271	Parathion	http://purl.obolibrary.org/obo/CHEBI_27928
203-64-5	Microphthalmia/Cyclopia	Biobide	AC50	2dpf	eye abnormal, abnormal	ZP_0008271	4H-Cyclopenta(def)phenanthrene	Q27290553
58-89-9	Microphthalmia/Cyclopia	Biobide	AC50	2dpf	eye abnormal, abnormal	ZP_0008271	Lindane	http://purl.obolibrary.org/obo/CHEBI_32888
116-06-3	Microphthalmia/Cyclopia	Biobide	AC50	2dpf	eye abnormal, abnormal	ZP_0008271	Aldicarb	http://purl.obolibrary.org/obo/CHEBI_2555
79-94-7	Head edema	Biobide	AC50	2dpf	head edematous, abnormal	ZP_0001451	3,3',5,5'-Tetrabromobisphenol A	http://purl.obolibrary.org/obo/CHEBI_33217
50-28-2	Head edema	Biobide	AC50	2dpf	head edematous, abnormal	ZP_0001451	17beta-Estradiol	http://purl.obolibrary.org/obo/CHEBI_16469
79-94-7	Heart edema/irregular shape	Biobide	AC50	2dpf	heart abnormal, abnormal	ZP_0009266	3,3',5,5'-Tetrabromobisphenol A	http://purl.obolibrary.org/obo/CHEBI_33217
50-28-2	Heart edema/irregular shape	Biobide	AC50	2dpf	heart abnormal, abnormal	ZP_0009266	17beta-Estradiol	http://purl.obolibrary.org/obo/CHEBI_16469
208-96-8	Heart edema/irregular shape	Biobide	AC50	2dpf	heart abnormal, abnormal	ZP_0009266	Acenaphthylene	http://purl.obolibrary.org/obo/CHEBI_33081
83-32-9	Heart edema/irregular shape	Biobide	AC50	2dpf	heart abnormal, abnormal	ZP_0009266	Acenaphthene	http://purl.obolibrary.org/obo/CHEBI_22154
2465-27-2	Heart edema/irregular shape	Biobide	AC50	2dpf	heart abnormal, abnormal	ZP_0009266	Auramine hydrochloride	http://purl.obolibrary.org/obo/CHEBI_51876
55406-53-6	Heart edema/irregular shape	Biobide	AC50	2dpf	heart abnormal, abnormal	ZP_0009266	3-Iodo-2-propynyl-N-butylcarbamate	http://purl.obolibrary.org/obo/CHEBI_83279
115-86-6	Heart edema/irregular shape	Biobide	AC50	2dpf	heart abnormal, abnormal	ZP_0009266	Triphenyl phosphate	http://purl.obolibrary.org/obo/CHEBI_35033
860302-33-6	Heart edema/irregular shape	Biobide	AC50	2dpf	heart abnormal, abnormal	ZP_0009266	Firemaster 550	
439-14-5	Heart edema/irregular shape	Biobide	AC50	2dpf	heart abnormal, abnormal	ZP_0009266	Diazepam	http://purl.obolibrary.org/obo/CHEBI_49575
56-38-2	Heart edema/irregular shape	Biobide	AC50	2dpf	heart abnormal, abnormal	ZP_0009266	Parathion	http://purl.obolibrary.org/obo/CHEBI_27928
83-79-4	Heart edema/irregular shape	Biobide	AC50	2dpf	heart abnormal, abnormal	ZP_0009266	Rotenone	http://purl.obolibrary.org/obo/CHEBI_28201
85-01-8	Heart edema/irregular shape	Biobide	AC50	2dpf	heart abnormal, abnormal	ZP_0009266	Phenanthrene	http://purl.obolibrary.org/obo/CHEBI_28851
107534-96-3	Heart edema/irregular shape	Biobide	AC50	2dpf	heart abnormal, abnormal	ZP_0009266	Tebuconazole	http://purl.obolibrary.org/obo/CHEBI_81781
115-09-3	Heart edema/irregular shape	Biobide	AC50	2dpf	heart abnormal, abnormal	ZP_0009266	Methylmercuric(II) chloride	http://purl.obolibrary.org/obo/CHEBI_28216
56803-37-3	Heart edema/irregular shape	Biobide	AC50	2dpf	heart abnormal, abnormal	ZP_0009266	tert-Butylphenyl diphenyl phosphate	
1478-61-1	Heart edema/irregular shape	Biobide	AC50	2dpf	heart abnormal, abnormal	ZP_0009266	Bisphenol AF	http://purl.obolibrary.org/obo/CHEBI_72754
1746-01-6	Heart edema/irregular shape	Biobide	AC50	2dpf	heart abnormal, abnormal	ZP_0009266	2,3,7,8-Tetrachlorodibenzo-p-dioxin	http://purl.obolibrary.org/obo/CHEBI_28119
68937-41-7	Heart edema/irregular shape	Biobide	AC50	2dpf	heart abnormal, abnormal	ZP_0009266	Triphenyl phosphates isopropylated	Q27137290
79-94-7	Abnormal heartbeat	Biobide	AC50	2dpf	heart contraction rate, abnormal	ZP_0009432	3,3',5,5'-Tetrabromobisphenol A	http://purl.obolibrary.org/obo/CHEBI_33217
860302-33-6	Abnormal heartbeat	Biobide	AC50	2dpf	heart contraction rate, abnormal	ZP_0009432	Firemaster 550	
56-53-1	Abnormal heartbeat	Biobide	AC50	2dpf	heart contraction rate, abnormal	ZP_0009432	Diethylstilbestrol	http://purl.obolibrary.org/obo/CHEBI_41922
79-94-7	Length alteration	Biobide	AC50	2dpf	whole organism length, abnormal	ZP_0012799	3,3',5,5'-Tetrabromobisphenol A	http://purl.obolibrary.org/obo/CHEBI_33217
860302-33-6	Length alteration	Biobide	AC50	2dpf	whole organism length, abnormal	ZP_0012799	Firemaster 550	
56-53-1	Length alteration	Biobide	AC50	2dpf	whole organism length, abnormal	ZP_0012799	Diethylstilbestrol	http://purl.obolibrary.org/obo/CHEBI_41922
50-28-2	Length alteration	Biobide	AC50	2dpf	whole organism length, abnormal	ZP_0012799	17beta-Estradiol	http://purl.obolibrary.org/obo/CHEBI_16469
208-96-8	Length alteration	Biobide	AC50	2dpf	whole organism length, abnormal	ZP_0012799	Acenaphthylene	http://purl.obolibrary.org/obo/CHEBI_33081
2465-27-2	Length alteration	Biobide	AC50	2dpf	whole organism length, abnormal	ZP_0012799	Auramine hydrochloride	http://purl.obolibrary.org/obo/CHEBI_51876
55406-53-6	Length alteration	Biobide	AC50	2dpf	whole organism length, abnormal	ZP_0012799	3-Iodo-2-propynyl-N-butylcarbamate	http://purl.obolibrary.org/obo/CHEBI_83279
115-86-6	Length alteration	Biobide	AC50	2dpf	whole organism length, abnormal	ZP_0012799	Triphenyl phosphate	http://purl.obolibrary.org/obo/CHEBI_35033
439-14-5	Length alteration	Biobide	AC50	2dpf	whole organism length, abnormal	ZP_0012799	Diazepam	http://purl.obolibrary.org/obo/CHEBI_49575
56-38-2	Length alteration	Biobide	AC50	2dpf	whole organism length, abnormal	ZP_0012799	Parathion	http://purl.obolibrary.org/obo/CHEBI_27928
83-79-4	Length alteration	Biobide	AC50	2dpf	whole organism length, abnormal	ZP_0012799	Rotenone	http://purl.obolibrary.org/obo/CHEBI_28201
85-01-8	Length alteration	Biobide	AC50	2dpf	whole organism length, abnormal	ZP_0012799	Phenanthrene	http://purl.obolibrary.org/obo/CHEBI_28851
115-09-3	Length alteration	Biobide	AC50	2dpf	whole organism length, abnormal	ZP_0012799	Methylmercuric(II) chloride	http://purl.obolibrary.org/obo/CHEBI_28216
56803-37-3	Length alteration	Biobide	AC50	2dpf	whole organism length, abnormal	ZP_0012799	tert-Butylphenyl diphenyl phosphate	
1478-61-1	Length alteration	Biobide	AC50	2dpf	whole organism length, abnormal	ZP_0012799	Bisphenol AF	http://purl.obolibrary.org/obo/CHEBI_72754
68937-41-7	Length alteration	Biobide	AC50	2dpf	whole organism length, abnormal	ZP_0012799	Triphenyl phosphates isopropylated	Q27137290
70-30-4	Length alteration	Biobide	AC50	2dpf	whole organism length, abnormal	ZP_0012799	Hexachlorophene	http://purl.obolibrary.org/obo/CHEBI_5693
116-06-3	Length alteration	Biobide	AC50	2dpf	whole organism length, abnormal	ZP_0012799	Aldicarb	http://purl.obolibrary.org/obo/CHEBI_2555
2001-95-8	Length alteration	Biobide	AC50	2dpf	whole organism length, abnormal	ZP_0012799	Valinomycin	http://purl.obolibrary.org/obo/CHEBI_28545
133-06-2	Length alteration	Biobide	AC50	2dpf	whole organism length, abnormal	ZP_0012799	Captan	http://purl.obolibrary.org/obo/CHEBI_34608
79-94-7	Curved/curled	Biobide	AC50	2dpf	axis curved, abnormal	ZP_0005012	3,3',5,5'-Tetrabromobisphenol A	http://purl.obolibrary.org/obo/CHEBI_33217
56-53-1	Curved/curled	Biobide	AC50	2dpf	axis curved, abnormal	ZP_0005012	Diethylstilbestrol	http://purl.obolibrary.org/obo/CHEBI_41922
50-28-2	Curved/curled	Biobide	AC50	2dpf	axis curved, abnormal	ZP_0005012	17beta-Estradiol	http://purl.obolibrary.org/obo/CHEBI_16469
208-96-8	Curved/curled	Biobide	AC50	2dpf	axis curved, abnormal	ZP_0005012	Acenaphthylene	http://purl.obolibrary.org/obo/CHEBI_33081
2465-27-2	Curved/curled	Biobide	AC50	2dpf	axis curved, abnormal	ZP_0005012	Auramine hydrochloride	http://purl.obolibrary.org/obo/CHEBI_51876
55406-53-6	Curved/curled	Biobide	AC50	2dpf	axis curved, abnormal	ZP_0005012	3-Iodo-2-propynyl-N-butylcarbamate	http://purl.obolibrary.org/obo/CHEBI_83279
115-86-6	Curved/curled	Biobide	AC50	2dpf	axis curved, abnormal	ZP_0005012	Triphenyl phosphate	http://purl.obolibrary.org/obo/CHEBI_35033
56-38-2	Curved/curled	Biobide	AC50	2dpf	axis curved, abnormal	ZP_0005012	Parathion	http://purl.obolibrary.org/obo/CHEBI_27928
83-79-4	Curved/curled	Biobide	AC50	2dpf	axis curved, abnormal	ZP_0005012	Rotenone	http://purl.obolibrary.org/obo/CHEBI_28201
85-01-8	Curved/curled	Biobide	AC50	2dpf	axis curved, abnormal	ZP_0005012	Phenanthrene	http://purl.obolibrary.org/obo/CHEBI_28851
56803-37-3	Curved/curled	Biobide	AC50	2dpf	axis curved, abnormal	ZP_0005012	tert-Butylphenyl diphenyl phosphate	
1478-61-1	Curved/curled	Biobide	AC50	2dpf	axis curved, abnormal	ZP_0005012	Bisphenol AF	http://purl.obolibrary.org/obo/CHEBI_72754
68937-41-7	Curved/curled	Biobide	AC50	2dpf	axis curved, abnormal	ZP_0005012	Triphenyl phosphates isopropylated	Q27137290
2001-95-8	Curved/curled	Biobide	AC50	2dpf	axis curved, abnormal	ZP_0005012	Valinomycin	http://purl.obolibrary.org/obo/CHEBI_28545
133-06-2	Curved/curled	Biobide	AC50	2dpf	axis curved, abnormal	ZP_0005012	Captan	http://purl.obolibrary.org/obo/CHEBI_34608
107534-96-3	Curved/curled	Biobide	AC50	2dpf	axis curved, abnormal	ZP_0005012	Tebuconazole	http://purl.obolibrary.org/obo/CHEBI_81781
58-89-9	Curved/curled	Biobide	AC50	2dpf	axis curved, abnormal	ZP_0005012	Lindane	http://purl.obolibrary.org/obo/CHEBI_32888
86-73-7	Curved/curled	Biobide	AC50	2dpf	axis curved, abnormal	ZP_0005012	Fluorene	http://purl.obolibrary.org/obo/CHEBI_28266
56-35-9	Curved/curled	Biobide	AC50	2dpf	axis curved, abnormal	ZP_0005012	Bis(tributyltin)oxide	http://purl.obolibrary.org/obo/CHEBI_81543
79-94-7	Notochord morphology	Biobide	AC50	2dpf	notochord morphology, abnormal	ZP_0000624	3,3',5,5'-Tetrabromobisphenol A	http://purl.obolibrary.org/obo/CHEBI_33217
70-30-4	Notochord morphology	Biobide	AC50	2dpf	notochord morphology, abnormal	ZP_0000624	Hexachlorophene	http://purl.obolibrary.org/obo/CHEBI_5693
83-32-9	Somite morphology	Biobide	AC50	2dpf	somite quality, abnormal	ZP_0000011	Acenaphthene	http://purl.obolibrary.org/obo/CHEBI_22154
83-32-9	Malformation of the tail (including tail fins)	Biobide	AC50	2dpf	caudal fin physical object quality, abnormal	ZP_0010405	Acenaphthene	http://purl.obolibrary.org/obo/CHEBI_22154
79-94-7	Malformation of the tail (including tail fins)	Biobide	AC50	2dpf	caudal fin physical object quality, abnormal	ZP_0010405	3,3',5,5'-Tetrabromobisphenol A	http://purl.obolibrary.org/obo/CHEBI_33217
70-30-4	Malformation of the tail (including tail fins)	Biobide	AC50	2dpf	caudal fin physical object quality, abnormal	ZP_0010405	Hexachlorophene	http://purl.obolibrary.org/obo/CHEBI_5693
56-53-1	Malformation of the tail (including tail fins)	Biobide	AC50	2dpf	caudal fin physical object quality, abnormal	ZP_0010405	Diethylstilbestrol	http://purl.obolibrary.org/obo/CHEBI_41922
50-28-2	Malformation of the tail (including tail fins)	Biobide	AC50	2dpf	caudal fin physical object quality, abnormal	ZP_0010405	17beta-Estradiol	http://purl.obolibrary.org/obo/CHEBI_16469
2465-27-2	Malformation of the tail (including tail fins)	Biobide	AC50	2dpf	caudal fin physical object quality, abnormal	ZP_0010405	Auramine hydrochloride	http://purl.obolibrary.org/obo/CHEBI_51876
55406-53-6	Malformation of the tail (including tail fins)	Biobide	AC50	2dpf	caudal fin physical object quality, abnormal	ZP_0010405	3-Iodo-2-propynyl-N-butylcarbamate	http://purl.obolibrary.org/obo/CHEBI_83279
56-38-2	Malformation of the tail (including tail fins)	Biobide	AC50	2dpf	caudal fin physical object quality, abnormal	ZP_0010405	Parathion	http://purl.obolibrary.org/obo/CHEBI_27928
83-79-4	Malformation of the tail (including tail fins)	Biobide	AC50	2dpf	caudal fin physical object quality, abnormal	ZP_0010405	Rotenone	http://purl.obolibrary.org/obo/CHEBI_28201
85-01-8	Malformation of the tail (including tail fins)	Biobide	AC50	2dpf	caudal fin physical object quality, abnormal	ZP_0010405	Phenanthrene	http://purl.obolibrary.org/obo/CHEBI_28851
1478-61-1	Malformation of the tail (including tail fins)	Biobide	AC50	2dpf	caudal fin physical object quality, abnormal	ZP_0010405	Bisphenol AF	http://purl.obolibrary.org/obo/CHEBI_72754
2001-95-8	Malformation of the tail (including tail fins)	Biobide	AC50	2dpf	caudal fin physical object quality, abnormal	ZP_0010405	Valinomycin	http://purl.obolibrary.org/obo/CHEBI_28545
133-06-2	Malformation of the tail (including tail fins)	Biobide	AC50	2dpf	caudal fin physical object quality, abnormal	ZP_0010405	Captan	http://purl.obolibrary.org/obo/CHEBI_34608
107534-96-3	Malformation of the tail (including tail fins)	Biobide	AC50	2dpf	caudal fin physical object quality, abnormal	ZP_0010405	Tebuconazole	http://purl.obolibrary.org/obo/CHEBI_81781
56-35-9	Malformation of the tail (including tail fins)	Biobide	AC50	2dpf	caudal fin physical object quality, abnormal	ZP_0010405	Bis(tributyltin)oxide	http://purl.obolibrary.org/obo/CHEBI_81543
439-14-5	Malformation of the tail (including tail fins)	Biobide	AC50	2dpf	caudal fin physical object quality, abnormal	ZP_0010405	Diazepam	http://purl.obolibrary.org/obo/CHEBI_49575
115-09-3	Malformation of the tail (including tail fins)	Biobide	AC50	2dpf	caudal fin physical object quality, abnormal	ZP_0010405	Methylmercuric(II) chloride	http://purl.obolibrary.org/obo/CHEBI_28216
83-32-9	Yolk edema	Biobide	AC50	2dpf	yolk edematous, abnormal	ZP_0002060	Acenaphthene	http://purl.obolibrary.org/obo/CHEBI_22154
79-94-7	Yolk edema	Biobide	AC50	2dpf	yolk edematous, abnormal	ZP_0002060	3,3',5,5'-Tetrabromobisphenol A	http://purl.obolibrary.org/obo/CHEBI_33217
56-53-1	Yolk edema	Biobide	AC50	2dpf	yolk edematous, abnormal	ZP_0002060	Diethylstilbestrol	http://purl.obolibrary.org/obo/CHEBI_41922
50-28-2	Yolk edema	Biobide	AC50	2dpf	yolk edematous, abnormal	ZP_0002060	17beta-Estradiol	http://purl.obolibrary.org/obo/CHEBI_16469
2465-27-2	Yolk edema	Biobide	AC50	2dpf	yolk edematous, abnormal	ZP_0002060	Auramine hydrochloride	http://purl.obolibrary.org/obo/CHEBI_51876
55406-53-6	Yolk edema	Biobide	AC50	2dpf	yolk edematous, abnormal	ZP_0002060	3-Iodo-2-propynyl-N-butylcarbamate	http://purl.obolibrary.org/obo/CHEBI_83279
85-01-8	Yolk edema	Biobide	AC50	2dpf	yolk edematous, abnormal	ZP_0002060	Phenanthrene	http://purl.obolibrary.org/obo/CHEBI_28851
2001-95-8	Yolk edema	Biobide	AC50	2dpf	yolk edematous, abnormal	ZP_0002060	Valinomycin	http://purl.obolibrary.org/obo/CHEBI_28545
107534-96-3	Yolk edema	Biobide	AC50	2dpf	yolk edematous, abnormal	ZP_0002060	Tebuconazole	http://purl.obolibrary.org/obo/CHEBI_81781
115-86-6	Yolk edema	Biobide	AC50	2dpf	yolk edematous, abnormal	ZP_0002060	Triphenyl phosphate	http://purl.obolibrary.org/obo/CHEBI_35033
56803-37-3	Yolk edema	Biobide	AC50	2dpf	yolk edematous, abnormal	ZP_0002060	tert-Butylphenyl diphenyl phosphate	
68937-41-7	Yolk edema	Biobide	AC50	2dpf	yolk edematous, abnormal	ZP_0002060	Triphenyl phosphates isopropylated	Q27137290
58-89-9	Yolk edema	Biobide	AC50	2dpf	yolk edematous, abnormal	ZP_0002060	Lindane	http://purl.obolibrary.org/obo/CHEBI_32888
86-73-7	Yolk edema	Biobide	AC50	2dpf	yolk edematous, abnormal	ZP_0002060	Fluorene	http://purl.obolibrary.org/obo/CHEBI_28266
860302-33-6	Yolk edema	Biobide	AC50	2dpf	yolk edematous, abnormal	ZP_0002060	Firemaster 550	
